
Inicio: 1666478004030  Final: 1666478004076  Diferencia: 46
Inicio: 1666478008298  Final: 1666478008325  Diferencia: 27
Inicio: 1666478008325  Final: 1666478008351  Diferencia: 26
Inicio: 1666478008351  Final: 1666478008378  Diferencia: 27
Inicio: 1666478008378  Final: 1666478008404  Diferencia: 26
Inicio: 1666478008404  Final: 1666478008430  Diferencia: 26
Inicio: 1666478008430  Final: 1666478008457  Diferencia: 27
Inicio: 1666478008457  Final: 1666478008484  Diferencia: 27
Inicio: 1666478008484  Final: 1666478008511  Diferencia: 27
Inicio: 1666478008511  Final: 1666478008536  Diferencia: 25
Inicio: 1666478008536  Final: 1666478008562  Diferencia: 26
Inicio: 1666478008562  Final: 1666478008589  Diferencia: 27
Inicio: 1666478008589  Final: 1666478008618  Diferencia: 29
Inicio: 1666478008618  Final: 1666478008645  Diferencia: 27
Inicio: 1666478008645  Final: 1666478008673  Diferencia: 28
Inicio: 1666478008673  Final: 1666478008700  Diferencia: 27
Inicio: 1666478008700  Final: 1666478008727  Diferencia: 27
Inicio: 1666478008727  Final: 1666478008754  Diferencia: 27
Inicio: 1666478008754  Final: 1666478008781  Diferencia: 27
Inicio: 1666478008781  Final: 1666478008809  Diferencia: 28
Inicio: 1666478008809  Final: 1666478008837  Diferencia: 28
Inicio: 1666478008837  Final: 1666478008866  Diferencia: 29
Inicio: 1666478008866  Final: 1666478008894  Diferencia: 28
Inicio: 1666478008894  Final: 1666478008923  Diferencia: 29
Inicio: 1666478008923  Final: 1666478008953  Diferencia: 30
Inicio: 1666478008953  Final: 1666478008984  Diferencia: 31
Inicio: 1666478008984  Final: 1666478009013  Diferencia: 29
Inicio: 1666478009013  Final: 1666478009042  Diferencia: 29
Inicio: 1666478009042  Final: 1666478009070  Diferencia: 28
Inicio: 1666478009070  Final: 1666478009100  Diferencia: 30
Inicio: 1666478009100  Final: 1666478009134  Diferencia: 34
Inicio: 1666478009134  Final: 1666478009165  Diferencia: 31
Inicio: 1666478009165  Final: 1666478009196  Diferencia: 31
Inicio: 1666478009196  Final: 1666478009226  Diferencia: 30
Inicio: 1666478009226  Final: 1666478009257  Diferencia: 31
Inicio: 1666478009257  Final: 1666478009287  Diferencia: 30
Inicio: 1666478009287  Final: 1666478009318  Diferencia: 31
Inicio: 1666478009318  Final: 1666478009349  Diferencia: 31
Inicio: 1666478009349  Final: 1666478009380  Diferencia: 31
Inicio: 1666478009380  Final: 1666478009411  Diferencia: 31
Inicio: 1666478009411  Final: 1666478009442  Diferencia: 31
Inicio: 1666478009442  Final: 1666478009475  Diferencia: 33
Inicio: 1666478009475  Final: 1666478009506  Diferencia: 31
Inicio: 1666478009506  Final: 1666478009539  Diferencia: 33
Inicio: 1666478009539  Final: 1666478009570  Diferencia: 31
Inicio: 1666478009570  Final: 1666478009602  Diferencia: 32
Inicio: 1666478009602  Final: 1666478009633  Diferencia: 31
Inicio: 1666478009633  Final: 1666478009665  Diferencia: 32
Inicio: 1666478009665  Final: 1666478009697  Diferencia: 32
Inicio: 1666478009697  Final: 1666478009728  Diferencia: 31
Inicio: 1666478009728  Final: 1666478009759  Diferencia: 31
Inicio: 1666478009759  Final: 1666478009791  Diferencia: 32
Inicio: 1666478009791  Final: 1666478009824  Diferencia: 33
Inicio: 1666478009824  Final: 1666478009858  Diferencia: 34
Inicio: 1666478009858  Final: 1666478009891  Diferencia: 33
Inicio: 1666478009891  Final: 1666478009923  Diferencia: 32
Inicio: 1666478009923  Final: 1666478009957  Diferencia: 34
Inicio: 1666478009957  Final: 1666478009990  Diferencia: 33
Inicio: 1666478009990  Final: 1666478010023  Diferencia: 33
Inicio: 1666478010023  Final: 1666478010057  Diferencia: 34
Inicio: 1666478010057  Final: 1666478010089  Diferencia: 32
Inicio: 1666478010089  Final: 1666478010123  Diferencia: 34
Inicio: 1666478010123  Final: 1666478010161  Diferencia: 38
Inicio: 1666478010161  Final: 1666478010195  Diferencia: 34
Inicio: 1666478010195  Final: 1666478010228  Diferencia: 33
Inicio: 1666478010228  Final: 1666478010261  Diferencia: 33
Inicio: 1666478010261  Final: 1666478010296  Diferencia: 35
Inicio: 1666478010296  Final: 1666478010329  Diferencia: 33
Inicio: 1666478010329  Final: 1666478010365  Diferencia: 36
Inicio: 1666478010365  Final: 1666478010398  Diferencia: 33
Inicio: 1666478010398  Final: 1666478010432  Diferencia: 34
Inicio: 1666478010432  Final: 1666478010466  Diferencia: 34
Inicio: 1666478010466  Final: 1666478010502  Diferencia: 36
Inicio: 1666478010502  Final: 1666478010539  Diferencia: 37
Inicio: 1666478010539  Final: 1666478010575  Diferencia: 36
Inicio: 1666478010575  Final: 1666478010609  Diferencia: 34
Inicio: 1666478010609  Final: 1666478010644  Diferencia: 35
Inicio: 1666478010644  Final: 1666478010679  Diferencia: 35
Inicio: 1666478010679  Final: 1666478010716  Diferencia: 37
Inicio: 1666478010716  Final: 1666478010752  Diferencia: 36
Inicio: 1666478010752  Final: 1666478010787  Diferencia: 35
Inicio: 1666478010787  Final: 1666478010824  Diferencia: 37
Inicio: 1666478010824  Final: 1666478010862  Diferencia: 38
Inicio: 1666478010862  Final: 1666478010900  Diferencia: 38
Inicio: 1666478010900  Final: 1666478010936  Diferencia: 36
Inicio: 1666478010936  Final: 1666478010975  Diferencia: 39
Inicio: 1666478010975  Final: 1666478011011  Diferencia: 36
Inicio: 1666478011011  Final: 1666478011048  Diferencia: 37
Inicio: 1666478011048  Final: 1666478011083  Diferencia: 35
Inicio: 1666478011083  Final: 1666478011120  Diferencia: 37
Inicio: 1666478011120  Final: 1666478011162  Diferencia: 42
Inicio: 1666478011162  Final: 1666478011200  Diferencia: 38
Inicio: 1666478011200  Final: 1666478011238  Diferencia: 38
Inicio: 1666478011238  Final: 1666478011278  Diferencia: 40
Inicio: 1666478011278  Final: 1666478011316  Diferencia: 38
Inicio: 1666478011316  Final: 1666478011354  Diferencia: 38
Inicio: 1666478011354  Final: 1666478011392  Diferencia: 38
Inicio: 1666478011392  Final: 1666478011430  Diferencia: 38
Inicio: 1666478011430  Final: 1666478011467  Diferencia: 37
Inicio: 1666478011467  Final: 1666478011507  Diferencia: 40
Inicio: 1666478011507  Final: 1666478011546  Diferencia: 39
Inicio: 1666478011546  Final: 1666478011585  Diferencia: 39
Inicio: 1666478011585  Final: 1666478011624  Diferencia: 39
Inicio: 1666478011624  Final: 1666478011663  Diferencia: 39
Inicio: 1666478011663  Final: 1666478011702  Diferencia: 39
Inicio: 1666478011702  Final: 1666478011742  Diferencia: 40
Inicio: 1666478011742  Final: 1666478011783  Diferencia: 41
Inicio: 1666478011783  Final: 1666478011826  Diferencia: 43
Inicio: 1666478011826  Final: 1666478011869  Diferencia: 43
Inicio: 1666478011869  Final: 1666478011910  Diferencia: 41
Inicio: 1666478011910  Final: 1666478011952  Diferencia: 42
Inicio: 1666478011952  Final: 1666478011994  Diferencia: 42
Inicio: 1666478011994  Final: 1666478012037  Diferencia: 43
Inicio: 1666478012037  Final: 1666478012081  Diferencia: 44
Inicio: 1666478012081  Final: 1666478012123  Diferencia: 42
Inicio: 1666478012123  Final: 1666478012170  Diferencia: 47
Inicio: 1666478012170  Final: 1666478012212  Diferencia: 42
Inicio: 1666478012212  Final: 1666478012256  Diferencia: 44
Inicio: 1666478012256  Final: 1666478012298  Diferencia: 42
Inicio: 1666478012298  Final: 1666478012339  Diferencia: 41
Inicio: 1666478012339  Final: 1666478012379  Diferencia: 40
Inicio: 1666478012379  Final: 1666478012422  Diferencia: 43
Inicio: 1666478012422  Final: 1666478012467  Diferencia: 45
Inicio: 1666478012467  Final: 1666478012512  Diferencia: 45
Inicio: 1666478012512  Final: 1666478012555  Diferencia: 43
Inicio: 1666478012555  Final: 1666478012598  Diferencia: 43
Inicio: 1666478012598  Final: 1666478012640  Diferencia: 42
Inicio: 1666478012640  Final: 1666478012683  Diferencia: 43
Inicio: 1666478012683  Final: 1666478012728  Diferencia: 45
Inicio: 1666478012728  Final: 1666478012770  Diferencia: 42
Inicio: 1666478012770  Final: 1666478012816  Diferencia: 46
Inicio: 1666478012816  Final: 1666478012862  Diferencia: 46
Inicio: 1666478012862  Final: 1666478012909  Diferencia: 47
Inicio: 1666478012909  Final: 1666478012952  Diferencia: 43
Inicio: 1666478012952  Final: 1666478012998  Diferencia: 46
Inicio: 1666478012998  Final: 1666478013046  Diferencia: 48
Inicio: 1666478013046  Final: 1666478013093  Diferencia: 47
Inicio: 1666478013093  Final: 1666478013142  Diferencia: 49
Inicio: 1666478013142  Final: 1666478013187  Diferencia: 45
Inicio: 1666478013187  Final: 1666478013233  Diferencia: 46
Inicio: 1666478013233  Final: 1666478013278  Diferencia: 45
Inicio: 1666478013278  Final: 1666478013325  Diferencia: 47
Inicio: 1666478013325  Final: 1666478013370  Diferencia: 45
Inicio: 1666478013370  Final: 1666478013419  Diferencia: 49
Inicio: 1666478013419  Final: 1666478013465  Diferencia: 46
Inicio: 1666478013465  Final: 1666478013512  Diferencia: 47
Inicio: 1666478013512  Final: 1666478013557  Diferencia: 45
Inicio: 1666478013557  Final: 1666478013608  Diferencia: 51
Inicio: 1666478013608  Final: 1666478013655  Diferencia: 47
Inicio: 1666478013655  Final: 1666478013702  Diferencia: 47
Inicio: 1666478013702  Final: 1666478013748  Diferencia: 46
Inicio: 1666478013748  Final: 1666478013795  Diferencia: 47
Inicio: 1666478013795  Final: 1666478013845  Diferencia: 50
Inicio: 1666478013845  Final: 1666478013896  Diferencia: 51
Inicio: 1666478013896  Final: 1666478013945  Diferencia: 49
Inicio: 1666478013945  Final: 1666478013992  Diferencia: 47
Inicio: 1666478013992  Final: 1666478014043  Diferencia: 51
Inicio: 1666478014043  Final: 1666478014094  Diferencia: 51
Inicio: 1666478014094  Final: 1666478014148  Diferencia: 54
Inicio: 1666478014148  Final: 1666478014201  Diferencia: 53
Inicio: 1666478014201  Final: 1666478014251  Diferencia: 50
Inicio: 1666478014251  Final: 1666478014301  Diferencia: 50
Inicio: 1666478014301  Final: 1666478014352  Diferencia: 51
Inicio: 1666478014352  Final: 1666478014402  Diferencia: 50
Inicio: 1666478014402  Final: 1666478014452  Diferencia: 50
Inicio: 1666478014452  Final: 1666478014504  Diferencia: 52
Inicio: 1666478014504  Final: 1666478014554  Diferencia: 50
Inicio: 1666478014554  Final: 1666478014609  Diferencia: 55
Inicio: 1666478014609  Final: 1666478014663  Diferencia: 54
Inicio: 1666478014663  Final: 1666478014713  Diferencia: 50
Inicio: 1666478014713  Final: 1666478014764  Diferencia: 51
Inicio: 1666478014764  Final: 1666478014818  Diferencia: 54
Inicio: 1666478014818  Final: 1666478014871  Diferencia: 53
Inicio: 1666478014871  Final: 1666478014925  Diferencia: 54
Inicio: 1666478014925  Final: 1666478014975  Diferencia: 50
Inicio: 1666478014975  Final: 1666478015031  Diferencia: 56
Inicio: 1666478015031  Final: 1666478015091  Diferencia: 60
Inicio: 1666478015091  Final: 1666478015150  Diferencia: 59
Inicio: 1666478015150  Final: 1666478015285  Diferencia: 135
Inicio: 1666478015285  Final: 1666478015463  Diferencia: 178
Inicio: 1666478015463  Final: 1666478015604  Diferencia: 141
Inicio: 1666478015604  Final: 1666478015686  Diferencia: 82
Inicio: 1666478015686  Final: 1666478015741  Diferencia: 55
Inicio: 1666478015741  Final: 1666478015794  Diferencia: 53
Inicio: 1666478015794  Final: 1666478015849  Diferencia: 55
Inicio: 1666478015849  Final: 1666478015903  Diferencia: 54
Inicio: 1666478015903  Final: 1666478015959  Diferencia: 56
Inicio: 1666478015959  Final: 1666478016013  Diferencia: 54
Inicio: 1666478016013  Final: 1666478016065  Diferencia: 52
Inicio: 1666478016065  Final: 1666478016118  Diferencia: 53
Inicio: 1666478016118  Final: 1666478016179  Diferencia: 61
Inicio: 1666478016179  Final: 1666478016235  Diferencia: 56
Inicio: 1666478016235  Final: 1666478016290  Diferencia: 55
Inicio: 1666478016290  Final: 1666478016349  Diferencia: 59
Inicio: 1666478016349  Final: 1666478016404  Diferencia: 55
Inicio: 1666478016404  Final: 1666478016461  Diferencia: 57
Inicio: 1666478016461  Final: 1666478016518  Diferencia: 57
Inicio: 1666478016518  Final: 1666478016574  Diferencia: 56
Inicio: 1666478016575  Final: 1666478016633  Diferencia: 58
Inicio: 1666478016633  Final: 1666478016689  Diferencia: 56
Inicio: 1666478016689  Final: 1666478016746  Diferencia: 57
Inicio: 1666478016746  Final: 1666478016805  Diferencia: 59
Inicio: 1666478016805  Final: 1666478016868  Diferencia: 63
Inicio: 1666478016868  Final: 1666478016926  Diferencia: 58
Inicio: 1666478016926  Final: 1666478016983  Diferencia: 57
Inicio: 1666478016983  Final: 1666478017041  Diferencia: 58
Inicio: 1666478017041  Final: 1666478017102  Diferencia: 61
Inicio: 1666478017102  Final: 1666478017163  Diferencia: 61
Inicio: 1666478017163  Final: 1666478017221  Diferencia: 58
Inicio: 1666478017221  Final: 1666478017277  Diferencia: 56
Inicio: 1666478017277  Final: 1666478017335  Diferencia: 58
Inicio: 1666478017335  Final: 1666478017397  Diferencia: 62
Inicio: 1666478017397  Final: 1666478017456  Diferencia: 59
Inicio: 1666478017456  Final: 1666478017518  Diferencia: 62
Inicio: 1666478017518  Final: 1666478017577  Diferencia: 59
Inicio: 1666478017577  Final: 1666478017636  Diferencia: 59
Inicio: 1666478017636  Final: 1666478017696  Diferencia: 60
Inicio: 1666478017696  Final: 1666478017758  Diferencia: 62
Inicio: 1666478017758  Final: 1666478017817  Diferencia: 59
Inicio: 1666478017817  Final: 1666478017876  Diferencia: 59
Inicio: 1666478017876  Final: 1666478017938  Diferencia: 62
Inicio: 1666478017938  Final: 1666478018003  Diferencia: 65
Inicio: 1666478018003  Final: 1666478018065  Diferencia: 62
Inicio: 1666478018065  Final: 1666478018128  Diferencia: 63
Inicio: 1666478018128  Final: 1666478018194  Diferencia: 66
Inicio: 1666478018194  Final: 1666478018259  Diferencia: 65
Inicio: 1666478018259  Final: 1666478018319  Diferencia: 60
Inicio: 1666478018319  Final: 1666478018383  Diferencia: 64
Inicio: 1666478018383  Final: 1666478018447  Diferencia: 64
Inicio: 1666478018447  Final: 1666478018508  Diferencia: 61
Inicio: 1666478018508  Final: 1666478018569  Diferencia: 61
Inicio: 1666478018569  Final: 1666478018633  Diferencia: 64
Inicio: 1666478018633  Final: 1666478018697  Diferencia: 64
Inicio: 1666478018697  Final: 1666478018761  Diferencia: 64
Inicio: 1666478018761  Final: 1666478018828  Diferencia: 67
Inicio: 1666478018828  Final: 1666478018891  Diferencia: 63
Inicio: 1666478018891  Final: 1666478018955  Diferencia: 64
Inicio: 1666478018955  Final: 1666478019024  Diferencia: 69
Inicio: 1666478019024  Final: 1666478019088  Diferencia: 64
Inicio: 1666478019088  Final: 1666478019161  Diferencia: 73
Inicio: 1666478019161  Final: 1666478019226  Diferencia: 65
Inicio: 1666478019226  Final: 1666478019291  Diferencia: 65
Inicio: 1666478019291  Final: 1666478019363  Diferencia: 72
Inicio: 1666478019363  Final: 1666478019429  Diferencia: 66
Inicio: 1666478019429  Final: 1666478019496  Diferencia: 67
Inicio: 1666478019496  Final: 1666478019564  Diferencia: 68
Inicio: 1666478019564  Final: 1666478019650  Diferencia: 86
Inicio: 1666478019650  Final: 1666478019746  Diferencia: 96
Inicio: 1666478019746  Final: 1666478019827  Diferencia: 81
Inicio: 1666478019827  Final: 1666478019905  Diferencia: 78
Inicio: 1666478019905  Final: 1666478019972  Diferencia: 67
Inicio: 1666478019972  Final: 1666478020047  Diferencia: 75
Inicio: 1666478020047  Final: 1666478020120  Diferencia: 73
Inicio: 1666478020120  Final: 1666478020194  Diferencia: 74
Inicio: 1666478020194  Final: 1666478020284  Diferencia: 90
Inicio: 1666478020284  Final: 1666478020376  Diferencia: 92
Inicio: 1666478020376  Final: 1666478020465  Diferencia: 89
Inicio: 1666478020465  Final: 1666478020544  Diferencia: 79
Inicio: 1666478020544  Final: 1666478020639  Diferencia: 95
Inicio: 1666478020639  Final: 1666478020727  Diferencia: 88
Inicio: 1666478020727  Final: 1666478020808  Diferencia: 81
Inicio: 1666478020808  Final: 1666478020906  Diferencia: 98
Inicio: 1666478020906  Final: 1666478020994  Diferencia: 88
Inicio: 1666478020994  Final: 1666478021088  Diferencia: 94
Inicio: 1666478021088  Final: 1666478021318  Diferencia: 230
Inicio: 1666478021318  Final: 1666478021473  Diferencia: 155
Inicio: 1666478021473  Final: 1666478021548  Diferencia: 75
Inicio: 1666478021548  Final: 1666478021646  Diferencia: 98
Inicio: 1666478021646  Final: 1666478021719  Diferencia: 73
Inicio: 1666478021719  Final: 1666478021819  Diferencia: 100
Inicio: 1666478021819  Final: 1666478021919  Diferencia: 100
Inicio: 1666478021919  Final: 1666478022015  Diferencia: 96
Inicio: 1666478022015  Final: 1666478022110  Diferencia: 95
Inicio: 1666478022110  Final: 1666478022221  Diferencia: 111
Inicio: 1666478022221  Final: 1666478022313  Diferencia: 92
Inicio: 1666478022313  Final: 1666478022401  Diferencia: 88
Inicio: 1666478022401  Final: 1666478022488  Diferencia: 87
Inicio: 1666478022488  Final: 1666478022562  Diferencia: 74
Inicio: 1666478022562  Final: 1666478022656  Diferencia: 94
Inicio: 1666478022656  Final: 1666478022793  Diferencia: 137
Inicio: 1666478022793  Final: 1666478022892  Diferencia: 99
Inicio: 1666478022892  Final: 1666478022985  Diferencia: 93
Inicio: 1666478022985  Final: 1666478023075  Diferencia: 90
Inicio: 1666478023075  Final: 1666478023184  Diferencia: 109
Inicio: 1666478023184  Final: 1666478023315  Diferencia: 131
Inicio: 1666478023315  Final: 1666478023421  Diferencia: 106
Inicio: 1666478023421  Final: 1666478023519  Diferencia: 98
Inicio: 1666478023519  Final: 1666478023639  Diferencia: 120
Inicio: 1666478023639  Final: 1666478023729  Diferencia: 90
Inicio: 1666478023729  Final: 1666478023801  Diferencia: 72
Inicio: 1666478023801  Final: 1666478023876  Diferencia: 75
Inicio: 1666478023876  Final: 1666478023953  Diferencia: 77
Inicio: 1666478023953  Final: 1666478024043  Diferencia: 90
Inicio: 1666478024043  Final: 1666478024137  Diferencia: 94
Inicio: 1666478024137  Final: 1666478024254  Diferencia: 117
Inicio: 1666478024254  Final: 1666478024430  Diferencia: 176
Inicio: 1666478024430  Final: 1666478024518  Diferencia: 88
Inicio: 1666478024518  Final: 1666478024594  Diferencia: 76
Inicio: 1666478024594  Final: 1666478024672  Diferencia: 78
Inicio: 1666478024672  Final: 1666478024771  Diferencia: 99
Inicio: 1666478024771  Final: 1666478024979  Diferencia: 208
Inicio: 1666478024979  Final: 1666478025295  Diferencia: 316
Inicio: 1666478025295  Final: 1666478025526  Diferencia: 231
Inicio: 1666478025526  Final: 1666478025641  Diferencia: 115
Inicio: 1666478025641  Final: 1666478025759  Diferencia: 118
Inicio: 1666478025759  Final: 1666478025855  Diferencia: 96
Inicio: 1666478025855  Final: 1666478025940  Diferencia: 85
Inicio: 1666478025940  Final: 1666478026036  Diferencia: 96
Inicio: 1666478026036  Final: 1666478026136  Diferencia: 100
Inicio: 1666478026136  Final: 1666478026233  Diferencia: 97
Inicio: 1666478026233  Final: 1666478026329  Diferencia: 96
Inicio: 1666478026329  Final: 1666478026489  Diferencia: 160
Inicio: 1666478026489  Final: 1666478026603  Diferencia: 114
Inicio: 1666478026603  Final: 1666478026806  Diferencia: 203
Inicio: 1666478026806  Final: 1666478026981  Diferencia: 175
Inicio: 1666478026981  Final: 1666478027102  Diferencia: 121
Inicio: 1666478027102  Final: 1666478027324  Diferencia: 222
Inicio: 1666478027324  Final: 1666478027499  Diferencia: 175
Inicio: 1666478027499  Final: 1666478027834  Diferencia: 335
Inicio: 1666478027834  Final: 1666478028060  Diferencia: 226
Inicio: 1666478028060  Final: 1666478028233  Diferencia: 173
Inicio: 1666478028233  Final: 1666478028315  Diferencia: 82
Inicio: 1666478028315  Final: 1666478028400  Diferencia: 85
Inicio: 1666478028400  Final: 1666478028487  Diferencia: 87
Inicio: 1666478028487  Final: 1666478028571  Diferencia: 84
Inicio: 1666478028571  Final: 1666478028660  Diferencia: 89
Inicio: 1666478028660  Final: 1666478028780  Diferencia: 120
Inicio: 1666478028780  Final: 1666478028913  Diferencia: 133
Inicio: 1666478028913  Final: 1666478029018  Diferencia: 105
Inicio: 1666478029018  Final: 1666478029103  Diferencia: 85
Inicio: 1666478029103  Final: 1666478029193  Diferencia: 90
Inicio: 1666478029193  Final: 1666478029278  Diferencia: 85
Inicio: 1666478029278  Final: 1666478029370  Diferencia: 92
Inicio: 1666478029370  Final: 1666478029456  Diferencia: 86
Inicio: 1666478029456  Final: 1666478029543  Diferencia: 87
Inicio: 1666478029543  Final: 1666478029629  Diferencia: 86
Inicio: 1666478029629  Final: 1666478029720  Diferencia: 91
Inicio: 1666478029720  Final: 1666478029862  Diferencia: 142
Inicio: 1666478029862  Final: 1666478029978  Diferencia: 116
Inicio: 1666478029978  Final: 1666478030082  Diferencia: 104
Inicio: 1666478030082  Final: 1666478030181  Diferencia: 99
Inicio: 1666478030181  Final: 1666478030283  Diferencia: 102
Inicio: 1666478030283  Final: 1666478030433  Diferencia: 150
Inicio: 1666478030433  Final: 1666478030662  Diferencia: 229
Inicio: 1666478030662  Final: 1666478030855  Diferencia: 193
Inicio: 1666478030855  Final: 1666478031050  Diferencia: 195
Inicio: 1666478031050  Final: 1666478031187  Diferencia: 137
Inicio: 1666478031187  Final: 1666478031309  Diferencia: 122
Inicio: 1666478031309  Final: 1666478031447  Diferencia: 138
Inicio: 1666478031447  Final: 1666478031608  Diferencia: 161
Inicio: 1666478031608  Final: 1666478031762  Diferencia: 154
Inicio: 1666478031762  Final: 1666478031929  Diferencia: 167
Inicio: 1666478031929  Final: 1666478032116  Diferencia: 187
Inicio: 1666478032116  Final: 1666478032313  Diferencia: 197
Inicio: 1666478032313  Final: 1666478032493  Diferencia: 180
Inicio: 1666478032493  Final: 1666478032689  Diferencia: 196
Inicio: 1666478032689  Final: 1666478032898  Diferencia: 209
Inicio: 1666478032898  Final: 1666478033243  Diferencia: 345
Inicio: 1666478033243  Final: 1666478033386  Diferencia: 143
Inicio: 1666478033386  Final: 1666478033508  Diferencia: 122
Inicio: 1666478033508  Final: 1666478033630  Diferencia: 122
Inicio: 1666478033630  Final: 1666478033781  Diferencia: 151
Inicio: 1666478033781  Final: 1666478033910  Diferencia: 129
Inicio: 1666478033910  Final: 1666478034054  Diferencia: 144
Inicio: 1666478034054  Final: 1666478034199  Diferencia: 145
Inicio: 1666478034199  Final: 1666478034356  Diferencia: 157
Inicio: 1666478034356  Final: 1666478034558  Diferencia: 202
Inicio: 1666478034558  Final: 1666478034745  Diferencia: 187
Inicio: 1666478034746  Final: 1666478034928  Diferencia: 182
Inicio: 1666478034928  Final: 1666478035259  Diferencia: 331
Inicio: 1666478035259  Final: 1666478035538  Diferencia: 279
Inicio: 1666478035538  Final: 1666478035841  Diferencia: 303
Inicio: 1666478035841  Final: 1666478036228  Diferencia: 387
Inicio: 1666478036228  Final: 1666478036443  Diferencia: 215
Inicio: 1666478036443  Final: 1666478036683  Diferencia: 240
Inicio: 1666478036683  Final: 1666478036880  Diferencia: 197
Inicio: 1666478036880  Final: 1666478037062  Diferencia: 182
Inicio: 1666478037062  Final: 1666478037266  Diferencia: 204
Inicio: 1666478037266  Final: 1666478037460  Diferencia: 194
Inicio: 1666478037460  Final: 1666478037687  Diferencia: 227
Inicio: 1666478037687  Final: 1666478037898  Diferencia: 211
Inicio: 1666478037898  Final: 1666478038140  Diferencia: 242
Inicio: 1666478038140  Final: 1666478038340  Diferencia: 200
Inicio: 1666478038340  Final: 1666478038499  Diferencia: 159
Inicio: 1666478038499  Final: 1666478038750  Diferencia: 251
Inicio: 1666478038750  Final: 1666478038921  Diferencia: 171
Inicio: 1666478038921  Final: 1666478039086  Diferencia: 165
Inicio: 1666478039086  Final: 1666478039295  Diferencia: 209
Inicio: 1666478039295  Final: 1666478039493  Diferencia: 198
Inicio: 1666478039493  Final: 1666478039811  Diferencia: 318
Inicio: 1666478039811  Final: 1666478040048  Diferencia: 237
Inicio: 1666478040048  Final: 1666478040306  Diferencia: 258
Inicio: 1666478040306  Final: 1666478040537  Diferencia: 231
Inicio: 1666478040537  Final: 1666478040735  Diferencia: 198
Inicio: 1666478040735  Final: 1666478041023  Diferencia: 288
Inicio: 1666478041023  Final: 1666478041317  Diferencia: 294
Inicio: 1666478041317  Final: 1666478041613  Diferencia: 296
Inicio: 1666478041613  Final: 1666478041844  Diferencia: 231
Inicio: 1666478041844  Final: 1666478042047  Diferencia: 203
Inicio: 1666478042047  Final: 1666478042365  Diferencia: 318
Inicio: 1666478042365  Final: 1666478042588  Diferencia: 223
Inicio: 1666478042588  Final: 1666478042806  Diferencia: 218
Inicio: 1666478042806  Final: 1666478043039  Diferencia: 233
Inicio: 1666478043039  Final: 1666478043246  Diferencia: 207
Inicio: 1666478043246  Final: 1666478043423  Diferencia: 177
Inicio: 1666478043423  Final: 1666478043645  Diferencia: 222
Inicio: 1666478043645  Final: 1666478043848  Diferencia: 203
Inicio: 1666478043848  Final: 1666478043990  Diferencia: 142
Inicio: 1666478043990  Final: 1666478044132  Diferencia: 142
Inicio: 1666478044132  Final: 1666478044294  Diferencia: 162
Inicio: 1666478044294  Final: 1666478044446  Diferencia: 152
Inicio: 1666478044446  Final: 1666478044677  Diferencia: 231
Inicio: 1666478044677  Final: 1666478045050  Diferencia: 373
Inicio: 1666478045050  Final: 1666478045326  Diferencia: 276
Inicio: 1666478045326  Final: 1666478045530  Diferencia: 204
Inicio: 1666478045530  Final: 1666478045748  Diferencia: 218
Inicio: 1666478045748  Final: 1666478045933  Diferencia: 185
Inicio: 1666478045933  Final: 1666478046074  Diferencia: 141
Inicio: 1666478046074  Final: 1666478046216  Diferencia: 142
Inicio: 1666478046216  Final: 1666478046333  Diferencia: 117
Inicio: 1666478046333  Final: 1666478046458  Diferencia: 125
Inicio: 1666478046458  Final: 1666478046581  Diferencia: 123
Inicio: 1666478046581  Final: 1666478046698  Diferencia: 117
Inicio: 1666478046698  Final: 1666478046813  Diferencia: 115
Inicio: 1666478046813  Final: 1666478046930  Diferencia: 117
Inicio: 1666478046930  Final: 1666478047044  Diferencia: 114
Inicio: 1666478047044  Final: 1666478047157  Diferencia: 113
Inicio: 1666478047157  Final: 1666478047275  Diferencia: 118
Inicio: 1666478047275  Final: 1666478047390  Diferencia: 115
Inicio: 1666478047390  Final: 1666478047503  Diferencia: 113
Inicio: 1666478047503  Final: 1666478047620  Diferencia: 117
Inicio: 1666478047620  Final: 1666478047736  Diferencia: 116
Inicio: 1666478047736  Final: 1666478047851  Diferencia: 115
Inicio: 1666478047851  Final: 1666478047960  Diferencia: 109
Inicio: 1666478047960  Final: 1666478048085  Diferencia: 125
Inicio: 1666478048085  Final: 1666478048207  Diferencia: 122
Inicio: 1666478048207  Final: 1666478048323  Diferencia: 116
Inicio: 1666478048323  Final: 1666478048474  Diferencia: 151
Inicio: 1666478048474  Final: 1666478048609  Diferencia: 135
Inicio: 1666478048609  Final: 1666478048729  Diferencia: 120
Inicio: 1666478048729  Final: 1666478048851  Diferencia: 122
Inicio: 1666478048851  Final: 1666478048976  Diferencia: 125
Inicio: 1666478048976  Final: 1666478049108  Diferencia: 132
Inicio: 1666478049108  Final: 1666478049243  Diferencia: 135
Inicio: 1666478049243  Final: 1666478049373  Diferencia: 130
Inicio: 1666478049373  Final: 1666478049504  Diferencia: 131
Inicio: 1666478049504  Final: 1666478049633  Diferencia: 129
Inicio: 1666478049633  Final: 1666478049757  Diferencia: 124
Inicio: 1666478049757  Final: 1666478049879  Diferencia: 122
Inicio: 1666478049879  Final: 1666478050014  Diferencia: 135
Inicio: 1666478050014  Final: 1666478050184  Diferencia: 170
